market,symbol,as_of_date,roe,operating_margin,accruals,earnings_yield,book_to_price,sales_to_ev,revenue_growth,earnings_growth,relative_return_26w,relative_return_52w,beta_5y,volatility_1y,z_roe,z_operating_margin,z_accruals,quality,z_earnings_yield,z_book_to_price,z_sales_to_ev,value,z_revenue_growth,z_earnings_growth,growth,z_relative_return_26w,z_relative_return_52w,momentum,z_beta_5y,z_volatility_1y,low_risk,factor_count,core_factor_count,eligible_for_composite,composite_z,extended_composite_z,composite_percentile,composite_method
hk,0700.HK,20251231,8.0,12.0,-0.02,0.035,0.18,0.2,0.03,0.02,-0.05,-0.08,0.72,0.16,-1.4171324789199906,-1.4171324789199906,1.4171324789199906,-0.4723774929733302,-1.417132478919991,-1.4171324789199913,-1.4171324789199908,-1.417132478919991,-1.4171324789199906,-1.4171324789199906,-1.4171324789199906,-1.4171324789199906,-1.4171324789199908,-1.4171324789199908,1.4171324789199904,1.41713247891999,1.4171324789199902,5,3,True,-0.4723774929733305,-0.6613284901626624,16.666666666666664,"equal_weight(value,momentum,low_risk)"
hk,0005.HK,20251231,10.3,13.8,-0.012,0.042,0.22499999999999998,0.23,0.048,0.041999999999999996,0.0049999999999999975,-0.009999999999999995,0.8099999999999999,0.185,-0.9447549859466601,-0.94475498594666,0.9447549859466603,-0.3149183286488865,-0.9447549859466612,-0.9447549859466611,-0.9447549859466607,-0.944754985946661,-0.9447549859466604,-0.9447549859466605,-0.9447549859466604,-0.9447549859466605,-0.9447549859466604,-0.9447549859466604,0.9447549859466603,0.9447549859466602,0.9447549859466602,5,3,True,-0.314918328648887,-0.4408856601084416,33.33333333333333,"equal_weight(value,momentum,low_risk)"
hk,1299.HK,20251231,12.6,15.6,-0.004,0.049,0.27,0.26,0.066,0.064,0.06,0.06000000000000001,0.8999999999999999,0.21000000000000002,-0.31491832864888686,-0.31491832864888686,0.31491832864888675,-0.10497277621629565,-0.3149183286488877,-0.314918328648887,-0.3149183286488871,-0.31491832864888725,-0.31491832864888664,-0.3149183286488867,-0.3149183286488867,-0.3149183286488869,-0.3149183286488868,-0.31491832864888686,0.314918328648887,0.31491832864888625,0.31491832864888664,5,3,True,-0.1049727762162958,-0.14696188670281396,50.0,"equal_weight(value,momentum,low_risk)"
hk,2318.HK,20251231,14.899999999999999,17.4,0.004,0.05600000000000001,0.315,0.29000000000000004,0.08399999999999999,0.08600000000000001,0.115,0.13,0.99,0.23500000000000001,0.31491832864888636,0.31491832864888625,-0.31491832864888675,0.10497277621629529,0.3149183286488864,0.31491832864888625,0.3149183286488871,0.3149183286488866,0.31491832864888664,0.3149183286488871,0.31491832864888686,0.31491832864888675,0.3149183286488867,0.3149183286488867,-0.314918328648887,-0.31491832864888697,-0.314918328648887,5,3,True,0.10497277621629542,0.14696188670281365,66.66666666666666,"equal_weight(value,momentum,low_risk)"
hk,0388.HK,20251231,17.2,19.2,0.012,0.063,0.36,0.32,0.102,0.108,0.16999999999999998,0.2,1.08,0.26,0.9447549859466601,0.94475498594666,-0.9447549859466603,0.3149183286488865,0.9447549859466593,0.9447549859466595,0.9447549859466602,0.9447549859466596,0.9447549859466604,0.9447549859466605,0.9447549859466604,0.9447549859466601,0.9447549859466603,0.9447549859466602,-0.9447549859466611,-0.9447549859466602,-0.9447549859466606,5,3,True,0.3149183286488864,0.4408856601084411,83.33333333333334,"equal_weight(value,momentum,low_risk)"
hk,0941.HK,20251231,19.5,21.0,0.02,0.07,0.40499999999999997,0.35,0.12,0.12999999999999998,0.22500000000000003,0.27,1.17,0.28500000000000003,1.4171324789199906,1.4171324789199906,-1.4171324789199906,0.4723774929733302,1.41713247891999,1.4171324789199897,1.4171324789199897,1.4171324789199897,1.4171324789199906,1.4171324789199904,1.4171324789199904,1.4171324789199906,1.4171324789199902,1.4171324789199904,-1.4171324789199904,-1.4171324789199913,-1.4171324789199908,5,3,True,0.4723774929733297,0.6613284901626619,100.0,"equal_weight(value,momentum,low_risk)"
us,AAPL,20251231,12.6,15.6,-0.004,0.049,0.27,0.26,0.066,0.064,0.06,0.06000000000000001,0.8999999999999999,0.21000000000000002,-1.4171324789199904,-1.4171324789199904,1.4171324789199906,-0.47237749297333004,-1.4171324789199902,-1.4171324789199904,-1.4171324789199897,-1.4171324789199902,-1.4171324789199902,-1.4171324789199906,-1.4171324789199904,-1.4171324789199904,-1.4171324789199904,-1.4171324789199904,1.4171324789199908,1.41713247891999,1.4171324789199904,5,3,True,-0.47237749297333015,-0.661328490162662,16.666666666666664,"equal_weight(value,momentum,low_risk)"
us,MSFT,20251231,14.899999999999999,17.4,0.004,0.05600000000000001,0.315,0.29000000000000004,0.08399999999999999,0.08600000000000001,0.115,0.13,0.99,0.23500000000000001,-0.9447549859466602,-0.9447549859466611,0.9447549859466603,-0.31491832864888697,-0.9447549859466597,-0.9447549859466603,-0.944754985946659,-0.9447549859466596,-0.9447549859466604,-0.9447549859466603,-0.9447549859466604,-0.9447549859466603,-0.9447549859466604,-0.9447549859466604,0.9447549859466601,0.9447549859466602,0.9447549859466602,5,3,True,-0.3149183286488866,-0.44088566010844144,33.33333333333333,"equal_weight(value,momentum,low_risk)"
us,JPM,20251231,17.2,19.2,0.012,0.063,0.36,0.32,0.102,0.108,0.16999999999999998,0.2,1.08,0.26,-0.3149183286488864,-0.3149183286488874,0.31491832864888675,-0.1049727762162957,-0.314918328648887,-0.314918328648887,-0.3149183286488859,-0.31491832864888664,-0.31491832864888664,-0.31491832864888675,-0.3149183286488867,-0.314918328648887,-0.3149183286488868,-0.3149183286488869,0.3149183286488862,0.31491832864888697,0.3149183286488866,5,3,True,-0.10497277621629568,-0.14696188670281388,50.0,"equal_weight(value,momentum,low_risk)"
us,NVDA,20251231,19.5,21.0,0.02,0.07,0.40499999999999997,0.35,0.12,0.12999999999999998,0.22500000000000003,0.27,1.17,0.28500000000000003,0.3149183286488874,0.3149183286488862,-0.31491832864888675,0.10497277621629562,0.314918328648887,0.31491832864888625,0.3149183286488871,0.3149183286488868,0.31491832864888714,0.31491832864888636,0.31491832864888675,0.314918328648887,0.3149183286488868,0.3149183286488869,-0.3149183286488862,-0.31491832864888697,-0.3149183286488866,5,3,True,0.10497277621629571,0.1469618867028139,66.66666666666666,"equal_weight(value,momentum,low_risk)"
